jogador,time,posicao,idade,Minutos,G-PK,Assist,Xg,xAG,xG+xAg,Prgc,PrgP,Cross,Faltas Sofridas,KeyPass,1/3,passPA,crossPA,Dribles tentados,Dribles Certos,Corridas 1/3,Corridas PA,PrgR
Reda Belahyane,Hellas Verona,MF,20,1658,0,2,0.2,1.0,1.3,22,73,3,9,16,71,10,0,52,33,17,5,13
Suat Serdar,Hellas Verona,MF,27,1376,2,1,1.9,1.0,2.9,18,56,9,18,10,47,5,1,37,19,20,3,35
Tomáš Suslov,Hellas Verona,"MF,FW",22,2080,0,1,1.6,1.9,3.5,39,82,49,65,27,40,22,2,77,36,28,10,77
Davide Frattesi,Inter,MF,24,1225,5,1,4.0,0.8,4.8,23,31,8,32,7,20,5,1,18,7,15,7,50
Hakan Çalhanoğlu,Inter,MF,30,1947,2,6,4.4,5.6,6.9,52,173,122,13,49,144,28,11,7,3,53,6,51
Henrikh Mkhitaryan,Inter,MF,35,2396,1,4,1.5,2.7,4.2,72,199,24,24,29,156,53,5,26,7,56,13,93
Joaquín Correa,Inter,"FW,MF",29,731,2,2,2.1,2.0,4.1,22,42,8,14,10,24,12,1,10,6,17,4,45
Kristjan Asllani,Inter,MF,22,988,0,2,2.5,1.9,2.8,7,55,43,19,15,74,18,8,6,1,14,1,20
Lautaro Martínez,Inter,FW,26,2564,12,3,13.5,4.3,17.8,34,68,13,42,36,41,22,1,47,17,27,12,197
Marcus Thuram,Inter,FW,26,2290,14,4,9.9,4.4,14.3,62,53,13,36,39,24,27,4,53,24,33,36,170
Mehdi Taremi,Inter,FW,32,816,0,2,3.5,1.6,4.2,10,25,1,13,15,12,5,0,11,6,9,6,47
Nicolò Barella,Inter,MF,27,2493,3,6,2.2,4.5,6.7,63,235,68,33,55,172,54,12,57,23,47,8,133
Piotr Zieliński,Inter,MF,30,980,0,2,2.6,0.9,2.0,26,65,28,16,14,77,6,0,18,6,27,1,24
Dušan Vlahović,Juventus,FW,24,1784,6,4,12.3,1.3,10.5,27,22,9,18,15,11,7,0,28,9,10,17,117
Francisco Conceição,Juventus,"FW,MF",21,1340,3,3,2.3,4.3,6.6,95,35,62,36,28,16,20,10,79,35,32,59,143
Kenan Yıldız,Juventus,"FW,MF",19,2402,7,4,4.3,5.0,9.3,115,121,115,48,57,70,52,13,111,59,59,43,223
Khéphren Thuram,Juventus,MF,23,2326,4,5,3.5,3.6,7.1,74,123,13,22,25,124,19,0,70,39,59,12,52
Manuel Locatelli,Juventus,MF,26,2822,1,2,1.8,2.5,3.5,33,294,24,22,29,327,31,2,22,8,40,1,33
Nicolás González,Juventus,"FW,MF",26,1750,3,2,4.1,1.1,5.1,35,69,15,40,19,28,19,1,53,17,40,10,123
Randal Kolo Muani,Juventus,FW,25,1160,7,1,4.7,1.6,5.5,21,20,8,20,17,8,9,0,44,18,10,14,100
Samuel Mbangula,Juventus,FW,20,709,3,3,0.6,1.4,2.0,25,17,17,14,15,15,10,4,27,9,11,7,44
Teun Koopmeiners,Juventus,"MF,FW",26,1994,3,3,3.9,2.9,6.8,32,89,113,9,38,63,18,3,22,10,28,5,127
Boulaye Dia,Lazio,"MF,FW",27,2177,9,3,7.1,4.2,11.3,23,51,2,24,26,37,7,0,42,17,14,9,114
Fisayo Dele-Bashiru,Lazio,"MF,FW",23,947,3,1,1.1,0.8,1.9,23,26,7,4,10,23,4,1,22,14,11,11,57
Gustav Isaksen,Lazio,FW,23,2210,4,2,5.2,2.1,7.3,95,46,110,46,35,19,24,10,105,44,56,53,249
Loum Tchaouna,Lazio,"FW,MF",20,660,1,0,2.5,0.6,3.1,22,20,32,7,10,9,8,1,10,5,8,8,66
Mattia Zaccagni,Lazio,FW,29,2686,6,6,6.4,4.6,9.5,91,114,156,98,55,51,39,6,96,44,63,27,264
Mattéo Guendouzi,Lazio,MF,25,3270,1,3,1.4,3.2,4.6,89,316,21,35,43,287,33,3,25,15,81,9,64
Matías Vecino,Lazio,MF,32,877,2,3,2.3,2.4,4.6,4,29,2,3,11,32,3,0,1,1,11,1,14
Nicolò Rovella,Lazio,MF,22,2718,0,3,1.5,2.2,3.7,45,159,37,33,31,174,24,3,25,18,49,2,42
Pedro,Lazio,"FW,MF",37,1102,8,1,5.3,1.7,5.4,48,76,65,24,22,53,25,5,32,16,25,15,89
Tijjani Noslin,Lazio,"FW,MF",25,861,2,2,2.0,1.6,3.6,13,16,15,15,12,12,11,5,19,8,12,6,56
Valentín Castellanos,Lazio,FW,25,2384,8,3,13.4,3.6,14.9,27,66,25,42,26,48,14,2,37,16,22,15,149
Ante Rebić,Lecce,"FW,MF",30,788,1,0,2.1,2.1,4.2,17,36,32,14,18,18,11,3,30,8,9,7,63
Balthazar Pierret,Lecce,MF,24,1723,0,0,0.2,0.4,0.6,13,82,9,20,10,80,5,1,24,13,11,1,13
Hamza Rafia,Lecce,MF,25,1058,0,0,0.5,1.4,1.9,13,51,45,25,16,47,15,6,22,10,16,2,32
Lameck Banda,Lecce,"FW,MF",23,610,0,1,1.2,1.1,2.3,27,7,26,20,11,3,8,6,28,10,10,17,46
Lassana Coulibaly,Lecce,MF,28,2667,1,0,0.8,0.9,1.7,21,93,13,44,12,68,7,0,38,18,18,3,49
Medon Berisha,Lecce,MF,20,716,0,1,0.7,0.6,1.3,13,42,29,11,11,46,6,1,9,3,7,3,17
Nikola Krstović,Lecce,FW,24,3057,9,5,12.1,2.9,12.6,42,56,8,55,30,38,15,1,65,17,22,24,149
Santiago Pierotti,Lecce,FW,23,1937,4,2,3.1,2.4,5.5,43,38,17,13,25,27,9,3,49,22,25,21,85
Tete Morente,Lecce,"FW,MF",27,2021,3,2,2.9,1.6,4.5,48,102,56,24,25,54,23,9,55,30,43,6,144
Ylber Ramadani,Lecce,MF,28,1807,1,1,0.6,1.1,1.7,9,60,6,11,16,52,4,0,24,13,11,2,7
Þórir Jóhann Helgason,Lecce,MF,23,1156,0,4,1.2,1.1,2.3,20,38,71,10,22,23,13,4,14,8,7,2,58
Christian Pulisic,Milan,"FW,MF",25,2478,8,9,12.0,6.4,15.2,121,105,119,37,69,56,35,8,87,39,75,37,191
João Félix,Milan,MF,24,760,2,0,2.7,1.2,3.8,20,40,5,30,10,31,11,0,35,15,24,12,56
Rafael Leão,Milan,FW,25,2323,8,8,7.6,8.4,15.9,123,93,55,52,58,37,51,10,129,59,71,67,262
Ruben Loftus-Cheek,Milan,MF,28,1037,0,0,0.7,1.9,2.6,27,51,7,27,16,40,7,2,23,11,20,9,32
Samuel Chukwueze,Milan,"FW,MF",25,925,3,2,2.7,3.0,5.7,48,36,50,10,27,18,21,5,47,26,37,20,116
Santiago Giménez,Milan,FW,23,669,5,2,4.8,0.9,4.9,13,6,2,4,6,5,2,1,19,7,5,5,38
Tammy Abraham,Milan,FW,26,1183,2,4,7.1,2.2,7.6,8,26,3,12,14,13,10,0,14,4,6,4,69
Tijjani Reijnders,Milan,MF,26,3128,10,4,7.5,3.5,11.0,111,230,46,22,47,135,56,2,71,36,99,29,121
Youssouf Fofana,Milan,MF,25,2504,1,6,1.3,3.4,4.7,44,176,10,17,23,140,23,2,31,14,49,5,32
Yunus Musah,Milan,"MF,FW",21,1571,0,2,1.9,1.8,3.8,51,84,24,17,23,60,17,7,37,21,44,12,74
Álvaro Morata,Milan,"FW,MF",31,1099,5,0,3.9,0.8,4.7,18,26,13,18,7,15,3,0,17,6,13,7,63
Alessandro Bianco,Monza,MF,21,2600,1,0,1.3,1.2,2.5,35,125,23,55,18,139,16,3,41,17,32,4,24
Daniel Maldini,Monza,"MF,FW",22,1306,3,0,4.8,0.9,5.7,41,34,38,39,12,14,8,2,72,30,31,10,66
Dany Mota,Monza,"FW,MF",26,2104,5,2,5.1,1.8,6.9,53,47,38,36,22,27,19,6,39,13,29,12,139
Gianluca Caprari,Monza,"MF,FW",31,1651,1,2,4.2,2.4,5.0,43,81,80,42,30,39,21,2,40,10,37,12,104
Jean-Daniel Akpa-Akpro,Monza,MF,31,966,0,0,0.3,0.2,0.6,21,19,6,18,3,19,2,1,38,12,15,2,22
Keita Baldé,Monza,FW,29,638,2,0,1.1,0.2,1.2,19,35,6,23,4,19,8,3,16,5,15,2,29
Matteo Pessina,Monza,MF,27,854,0,0,0.2,0.1,0.3,8,28,6,13,4,31,4,1,10,5,10,1,20
Milan Đurić,Monza,FW,34,1270,4,1,2.9,1.1,4.0,2,21,0,18,5,16,2,0,6,4,2,1,30
Warren Bondo,Monza,MF,20,1618,0,0,0.4,0.3,0.7,25,39,7,36,5,35,7,2,40,20,19,2,21
Andre-Frank Zambo Anguissa,Napoli,MF,28,2852,6,4,4.4,2.4,6.8,24,144,23,36,26,128,21,2,47,25,26,8,119
Billy Gilmour,Napoli,MF,23,1177,0,1,0.5,1.8,2.3,11,67,18,16,21,65,12,2,10,5,12,0,18
David Neres,Napoli,FW,27,1283,2,4,2.7,3.5,6.2,73,32,92,10,26,23,21,14,75,33,37,30,143
Giacomo Raspadori,Napoli,"FW,MF",24,1103,6,1,4.0,2.4,6.4,18,42,67,20,28,27,7,3,14,9,6,5,57
Khvicha Kvaratskhelia,Napoli,"FW,MF",23,1178,4,3,4.1,3.7,7.0,74,57,51,33,28,31,23,4,72,19,51,37,89
Matteo Politano,Napoli,"FW,MF",30,2804,3,4,3.1,4.8,7.9,135,129,229,31,56,65,55,23,80,32,57,38,278
Romelu Lukaku,Napoli,FW,31,2843,11,10,13.0,4.0,13.8,31,36,4,36,35,15,11,1,26,6,13,23,219
Scott McTominay,Napoli,MF,27,2938,12,4,7.4,2.7,10.1,56,112,11,60,26,72,22,1,88,39,40,15,131
Stanislav Lobotka,Napoli,MF,29,2636,0,1,0.3,1.2,1.5,30,118,2,31,17,110,20,1,11,8,24,2,32
Adrian Bernabe,Parma,MF,23,1453,1,1,1.3,1.1,2.4,37,115,29,36,22,103,17,4,33,15,39,3,20
Ange-Yoan Bonny,Parma,FW,20,2529,4,4,9.4,2.9,9.9,41,53,14,47,30,31,15,2,67,33,35,17,163
Dennis Man,Parma,"FW,MF",25,1995,4,4,5.5,4.2,9.7,67,60,33,17,45,46,25,5,75,25,40,31,142
Hernani,Parma,MF,30,1327,0,3,2.8,1.5,2.0,29,78,33,25,25,45,14,2,24,8,35,3,40
Mandela Keita,Parma,MF,22,1826,0,2,0.1,1.0,1.2,13,50,0,33,15,55,3,0,31,17,18,0,5
Mateo Pellegrino,Parma,FW,23,737,3,1,3.3,0.7,4.0,6,15,4,16,5,11,6,1,9,3,5,3,37
Matteo Cancellieri,Parma,"FW,MF",22,1424,3,0,2.7,0.7,3.4,40,24,21,41,11,16,7,5,70,28,20,16,79
Nahuel Estévez,Parma,MF,28,657,0,0,0.1,0.8,0.8,3,30,16,9,6,26,1,0,3,3,0,0,4
Pontus Almqvist,Parma,"FW,MF",25,1112,1,1,2.1,1.3,3.5,42,12,11,15,10,4,4,1,50,20,18,22,85
Simon Sohm,Parma,MF,23,2989,4,0,3.1,2.1,5.2,69,140,15,30,20,122,24,3,35,15,55,12,67
Valentin Mihaila,Parma,"FW,MF",24,1288,0,3,2.4,1.2,3.6,25,41,33,20,17,28,17,3,27,10,26,11,72
Artem Dovbyk,Roma,FW,27,2418,10,2,11.9,2.4,12.7,24,16,1,16,25,17,4,0,18,7,10,14,175
Bryan Cristante,Roma,MF,29,2045,4,2,2.1,1.4,3.5,25,145,15,9,18,143,17,0,14,6,30,2,41
Eldor Shomurodov,Roma,"FW,MF",29,1097,4,4,4.7,1.3,6.1,19,21,6,7,17,10,6,0,28,8,17,9,62
Leandro Paredes,Roma,MF,30,1373,1,1,2.3,1.5,2.2,17,106,57,16,21,110,15,3,3,3,16,0,14
Lorenzo Pellegrini,Roma,MF,28,1626,1,1,4.7,2.5,6.4,27,61,49,27,27,35,19,0,27,11,27,5,82
Manu Koné,Roma,MF,23,2572,2,1,3.4,1.7,5.0,70,144,2,86,19,113,15,1,72,30,66,13,50
Niccolò Pisilli,Roma,MF,19,1227,2,1,2.7,0.7,3.4,22,63,10,13,10,67,8,2,14,5,16,6,44
Paulo Dybala,Roma,"FW,MF",30,1417,3,3,6.4,5.0,9.0,41,79,62,60,40,47,26,5,43,11,42,17,122
Tommaso Baldanzi,Roma,"MF,FW",21,832,1,1,1.4,1.0,2.4,39,23,7,16,10,22,6,0,39,17,31,10,57
Antonio Sanabria,Torino,FW,28,1318,2,1,2.9,0.5,2.6,6,18,0,13,9,13,3,0,11,6,6,1,54
Cesare Casadei,Torino,MF,21,1017,1,1,1.2,0.4,1.5,14,36,2,10,7,35,6,1,10,7,8,0,12
Che Adams,Torino,FW,28,2652,9,3,9.0,2.0,10.2,23,40,10,40,26,32,7,0,37,11,18,9,153
Elif Elmas,Torino,"FW,MF",24,1021,4,0,1.4,0.4,1.8,42,34,23,14,9,22,15,5,38,13,28,14,58
Gvidas Gineitis,Torino,MF,20,1430,3,1,1.3,2.0,3.3,15,36,51,23,21,38,7,2,17,8,10,4,43
Ivan Ilić,Torino,MF,23,920,1,0,0.9,1.1,2.1,24,45,27,23,9,39,16,3,15,6,18,1,41
Karol Linetty,Torino,MF,29,1540,1,0,1.1,0.9,2.0,18,47,4,13,10,45,10,1,21,7,21,2,19
Nikola Vlašić,Torino,"MF,FW",26,2117,3,4,3.4,2.4,4.2,53,94,26,26,32,57,24,4,48,24,41,12,110
Samuele Ricci,Torino,MF,22,2825,1,1,1.3,0.6,1.8,43,116,30,70,15,102,13,0,22,6,38,6,30
Yann Karamoh,Torino,"MF,FW",26,1046,0,1,1.2,0.9,2.2,37,28,23,14,9,8,9,1,38,12,27,21,80
Arthur Atta,Udinese,"MF,FW",21,1251,0,1,1.3,1.4,2.8,31,57,24,14,18,42,8,2,61,27,31,10,77
Florian Thauvin,Udinese,"FW,MF",31,1956,7,3,8.1,3.8,9.5,92,90,168,27,39,58,43,20,92,39,53,34,148
Iker Bravo,Udinese,"FW,MF",19,682,2,1,0.9,0.4,1.3,7,18,8,10,7,10,6,0,29,11,5,6,39
Jesper Karlström,Udinese,MF,29,3186,0,3,0.7,1.1,1.8,23,135,15,25,21,139,21,4,15,6,26,4,46
Jurgen Ekkelenkamp,Udinese,MF,24,1892,3,2,2.8,1.3,4.1,34,72,12,14,15,42,11,2,30,10,28,5,86
Keinan Davis,Udinese,FW,26,1066,2,1,2.9,2.1,5.0,26,22,3,12,20,13,8,0,35,17,12,16,77
Lorenzo Lucca,Udinese,FW,23,2353,11,1,7.6,1.6,8.4,15,18,5,55,14,17,1,0,25,12,18,9,98
Martín Payero,Udinese,MF,25,1381,1,1,1.2,1.3,2.5,33,51,39,39,15,46,8,6,70,30,35,6,44
Oier Zarraga,Udinese,MF,25,896,1,0,0.4,0.4,0.8,7,28,20,6,6,27,8,5,5,2,3,0,23
Sandi Lovrić,Udinese,MF,26,2308,2,3,2.6,3.4,6.0,60,120,90,34,32,81,21,4,48,21,45,7,71
Alfred Duncan,Venezia,MF,31,957,0,0,0.8,1.1,1.9,11,53,17,11,11,37,19,4,22,13,14,0,12
Christian Gytkjær,Venezia,FW,34,754,1,1,2.4,0.5,2.1,3,5,1,5,7,5,3,0,5,1,3,2,52
Gaetano Oristanio,Venezia,"FW,MF",21,2315,3,3,4.1,2.6,6.8,72,64,59,71,33,32,22,8,123,55,48,30,131
Gianluca Busio,Venezia,MF,22,2518,2,0,2.4,1.6,4.0,60,95,29,44,28,46,25,4,48,15,57,5,135
Hans Nicolussi Caviglia,Venezia,MF,24,2861,4,2,2.4,2.1,4.5,20,140,72,39,29,123,15,1,50,17,24,1,22
Issa Doumbia,Venezia,MF,20,939,0,0,1.0,0.1,1.2,12,22,10,12,3,17,1,0,16,11,11,3,29
Joel Pohjanpalo,Venezia,FW,29,1603,3,0,7.5,1.7,6.0,9,29,3,15,15,25,7,0,10,3,7,4,72
John Yeboah,Venezia,"FW,MF",24,1226,1,1,3.0,1.9,4.9,50,42,26,21,20,19,12,0,59,24,27,25,88
Kike Pérez,Venezia,MF,27,1114,1,0,0.9,1.2,2.1,18,60,49,16,16,61,13,3,28,13,19,2,31
Magnus Kofod Andersen,Venezia,MF,25,695,1,1,0.3,0.5,0.7,7,24,16,5,9,18,3,0,4,2,6,0,18
